customer_id,email,phone,age,employment_type,monthly_income,account_age_months,credit_score,loan_amount,monthly_installment,previous_late_payments,avg_payment_delay_days,previous_defaults,days_past_due,current_outstanding,payment_frequency,payment_reliability_score,engagement_score,previous_reminder_response,amount_due,upcoming_installment_offset_days,risk_indicator_raw,risk_category,risk_category_pred,risk_score
CUSTOMER_0277,customer0277@example.com,+91-9000600276,27,Salaried,36003,38,582,182834,6568,5,2,1,0,93340,Monthly,48,69.0,Responded,7103,14,0.2329,AT-RISK,HIGH,51.0
CUSTOMER_0278,customer0278@example.com,+91-9000200277,48,Business Owner,79947,30,620,196269,17048,4,4,0,30,104155,Monthly,59,53.0,No Response,18791,2,0.2643,AT-RISK,AT-RISK,44.3
CUSTOMER_0279,customer0279@example.com,+91-9000500278,39,Salaried,34334,33,730,76335,3576,1,4,0,0,32106,Monthly,78,75.0,Responded,3578,-11,0.0424,LOW,LOW,0.3
CUSTOMER_0280,customer0280@example.com,+91-9000300279,30,Salaried,51790,33,764,104104,11832,2,1,0,0,43997,Monthly,95,96.0,No Response,12854,-11,0.0887,LOW,LOW,0.6
CUSTOMER_0281,customer0281@example.com,+91-9000200280,21,Salaried,44671,23,795,28107,1000,3,1,0,0,5412,Monthly,100,80.0,No Response,925,-8,0.0626,LOW,LOW,3.7
CUSTOMER_0282,customer0282@example.com,+91-9000800281,37,Business Owner,25024,27,572,57025,3494,5,1,1,18,4085,Monthly,44,78.0,No Response,3909,-7,0.1716,LOW,HIGH,48.4
CUSTOMER_0283,customer0283@example.com,+91-9000900282,34,Salaried,56027,30,654,210635,6336,2,16,0,0,121326,Monthly,80,51.0,Responded,6161,16,0.1251,LOW,LOW,12.3
CUSTOMER_0284,customer0284@example.com,+91-9000100283,25,Business Owner,52452,38,745,119333,3474,2,5,1,0,13025,Bi-Weekly,100,73.0,No Response,3477,-2,0.0346,LOW,LOW,1.9
CUSTOMER_0285,customer0285@example.com,+91-9000000284,25,Salaried,64136,28,634,124129,20073,6,0,0,7,66177,Monthly,70,52.0,Responded,22098,-3,0.1744,LOW,LOW,31.8
CUSTOMER_0286,customer0286@example.com,+91-9000100285,42,Salaried,63785,56,689,96250,4830,1,8,1,0,8936,Monthly,78,72.0,Responded,5116,2,0.1217,LOW,LOW,3.8
CUSTOMER_0287,customer0287@example.com,+91-9000600286,21,Salaried,64598,10,632,125522,18624,2,8,0,0,36646,Monthly,81,78.0,No Response,18198,-12,0.108,LOW,LOW,12.1
CUSTOMER_0288,customer0288@example.com,+91-9000900287,37,Freelancer,29909,37,615,244929,7363,3,0,0,9,20211,Bi-Weekly,58,67.0,No Response,7041,6,0.1723,LOW,LOW,25.2
CUSTOMER_0289,customer0289@example.com,+91-9000000288,33,Freelancer,53630,25,635,186931,8673,7,4,0,11,84329,Bi-Weekly,65,54.0,Responded,9882,4,0.1661,LOW,AT-RISK,38.0
CUSTOMER_0290,customer0290@example.com,+91-9000500289,39,Salaried,65359,28,769,57096,6922,3,3,0,0,23701,Monthly,80,61.0,No Response,6381,-1,0.1184,LOW,LOW,1.5
CUSTOMER_0291,customer0291@example.com,+91-9000600290,32,Salaried,28562,16,665,230893,24805,1,3,1,4,34842,Monthly,94,91.0,Responded,22351,-9,0.1231,LOW,LOW,3.4
CUSTOMER_0292,customer0292@example.com,+91-9000800291,37,Salaried,43933,42,662,268683,15348,3,6,0,14,70617,Monthly,81,75.0,Responded,16395,-3,0.1268,LOW,LOW,10.4
CUSTOMER_0293,customer0293@example.com,+91-9000700292,28,Salaried,18797,35,564,206069,6024,4,4,2,0,147968,Monthly,63,59.0,No Response,6346,18,0.26,AT-RISK,AT-RISK,51.0
CUSTOMER_0294,customer0294@example.com,+91-9000500293,34,Salaried,64174,40,783,207037,7728,0,0,1,3,62763,Bi-Weekly,90,94.0,Responded,8380,25,0.1428,LOW,LOW,1.5
CUSTOMER_0295,customer0295@example.com,+91-9000200294,39,Freelancer,64477,31,727,228651,7138,2,15,0,0,117790,Bi-Weekly,88,72.0,Responded,7729,14,0.1706,LOW,LOW,5.8
CUSTOMER_0296,customer0296@example.com,+91-9000700295,36,Freelancer,70217,22,615,28603,1683,5,2,0,0,20690,Weekly,75,53.0,No Response,1877,-11,0.2063,AT-RISK,AT-RISK,31.9
CUSTOMER_0297,customer0297@example.com,+91-9000600296,38,Salaried,42308,26,650,307408,42131,8,8,0,0,219901,Monthly,88,59.0,No Response,47630,-15,0.2479,AT-RISK,AT-RISK,36.7
CUSTOMER_0298,customer0298@example.com,+91-9000200297,26,Salaried,62441,35,683,208061,5905,2,0,0,0,110653,Monthly,84,70.0,No Response,6458,15,0.1455,LOW,LOW,3.3
CUSTOMER_0299,customer0299@example.com,+91-9000800298,29,Business Owner,58588,1,622,220349,33820,2,3,0,29,65604,Monthly,75,46.0,Responded,32402,4,0.2301,AT-RISK,AT-RISK,41.8
CUSTOMER_0300,customer0300@example.com,+91-9000100299,29,Business Owner,32350,39,730,150052,4358,4,3,1,1,106953,Monthly,87,59.0,No Response,4427,3,0.1347,LOW,LOW,16.9
CUSTOMER_0301,customer0301@example.com,+91-9000200300,32,Salaried,31451,62,674,49137,2880,1,1,0,5,27087,Monthly,74,100.0,Responded,3054,13,0.1323,LOW,LOW,2.4
CUSTOMER_0302,customer0302@example.com,+91-9000100301,47,Salaried,38340,36,848,108606,17231,0,1,1,0,51867,Bi-Weekly,86,69.0,Responded,17831,29,0.0884,LOW,LOW,1.6
CUSTOMER_0303,customer0303@example.com,+91-9000000302,31,Salaried,37453,22,617,209364,7848,3,1,2,1,11743,Monthly,66,44.0,Responded,7374,22,0.1684,LOW,AT-RISK,40.5
CUSTOMER_0304,customer0304@example.com,+91-9000300303,24,Salaried,30376,25,722,71189,2010,5,5,0,6,49879,Monthly,72,71.0,No Response,2105,-6,0.1642,LOW,LOW,12.0
CUSTOMER_0305,customer0305@example.com,+91-9000400304,39,Salaried,32827,36,653,159172,4551,5,8,0,21,96505,Monthly,83,64.0,No Response,5104,13,0.2643,HIGH,HIGH,47.5
CUSTOMER_0306,customer0306@example.com,+91-9000500305,47,Salaried,62492,23,669,65529,6051,3,0,1,21,37935,Monthly,65,75.0,Responded,6079,15,0.1984,AT-RISK,AT-RISK,25.0
CUSTOMER_0307,customer0307@example.com,+91-9000400306,23,Self-Employed,49961,41,802,111398,9739,2,7,0,5,9000,Monthly,89,72.0,Responded,10393,-5,0.1016,LOW,LOW,1.5
CUSTOMER_0308,customer0308@example.com,+91-9000000307,52,Salaried,55026,25,724,48394,2107,2,1,0,0,9018,Monthly,73,62.0,Responded,2220,7,0.0672,LOW,LOW,2.9
CUSTOMER_0309,customer0309@example.com,+91-9000200308,38,Salaried,33805,48,632,46557,1853,8,2,0,25,36220,Monthly,66,81.0,Responded,1842,14,0.2342,AT-RISK,AT-RISK,45.4
CUSTOMER_0310,customer0310@example.com,+91-9000000309,44,Salaried,39663,53,679,158261,5615,0,3,2,0,49677,Monthly,100,60.0,No Response,5846,9,0.0823,LOW,LOW,7.9
CUSTOMER_0311,customer0311@example.com,+91-9000400310,48,Business Owner,53893,23,635,107969,9444,3,3,1,10,32221,Bi-Weekly,92,76.0,No Response,8995,0,0.1594,LOW,LOW,15.8
CUSTOMER_0312,customer0312@example.com,+91-9000400311,43,Business Owner,54687,27,755,104129,2994,2,2,0,11,53677,Bi-Weekly,90,87.0,No Response,3103,7,0.1167,LOW,LOW,2.9
CUSTOMER_0313,customer0313@example.com,+91-9000500312,34,Salaried,57909,26,681,115167,4576,6,1,0,0,12531,Monthly,72,73.0,No Response,5032,17,0.1015,LOW,LOW,18.8
CUSTOMER_0314,customer0314@example.com,+91-9000700313,45,Salaried,72941,27,687,362778,11549,3,9,1,2,114286,Monthly,80,67.0,No Response,12585,21,0.2375,AT-RISK,AT-RISK,24.1
CUSTOMER_0315,customer0315@example.com,+91-9000900314,37,Freelancer,31153,13,594,225381,10151,2,8,0,16,75240,Monthly,62,46.0,Responded,10044,12,0.2187,AT-RISK,AT-RISK,38.7
CUSTOMER_0316,customer0316@example.com,+91-9000000315,44,Salaried,60408,12,576,224704,12193,2,1,2,15,66839,Weekly,84,82.0,Responded,11315,11,0.2349,AT-RISK,AT-RISK,38.5
CUSTOMER_0317,customer0317@example.com,+91-9000300316,45,Salaried,22157,40,531,115611,3273,6,5,2,2,36274,Monthly,64,69.0,No Response,3600,-10,0.2964,HIGH,HIGH,60.6
CUSTOMER_0318,customer0318@example.com,+91-9000900317,25,Salaried,72339,38,570,233837,9965,4,17,1,81,53100,Monthly,57,72.0,Responded,9628,22,0.3974,CRITICAL,CRITICAL,81.9
CUSTOMER_0319,customer0319@example.com,+91-9000000318,42,Salaried,36034,44,716,120117,3752,2,2,0,0,15660,Bi-Weekly,87,84.0,Responded,3426,21,0.0333,LOW,LOW,0.8
CUSTOMER_0320,customer0320@example.com,+91-9000800319,33,Salaried,58098,25,615,99282,2869,2,0,1,0,49639,Monthly,69,60.0,No Response,2901,-10,0.1611,LOW,AT-RISK,29.2
CUSTOMER_0321,customer0321@example.com,+91-9000600320,36,Freelancer,20830,46,527,387473,14754,5,5,0,0,342055,Bi-Weekly,51,53.0,No Response,16006,9,0.3224,HIGH,HIGH,62.9
CUSTOMER_0322,customer0322@example.com,+91-9000600321,36,Self-Employed,42249,26,692,212674,9465,5,2,0,20,87729,Monthly,69,78.0,Responded,10431,-3,0.194,AT-RISK,AT-RISK,30.9
CUSTOMER_0323,customer0323@example.com,+91-9000400322,35,Salaried,60170,34,557,247161,40482,4,8,0,0,78973,Monthly,58,50.0,Responded,46374,17,0.1639,LOW,AT-RISK,39.9
CUSTOMER_0324,customer0324@example.com,+91-9000600323,48,Freelancer,31893,8,684,80133,11128,4,11,0,0,11782,Monthly,79,60.0,No Response,10542,17,0.1189,LOW,LOW,9.6
CUSTOMER_0325,customer0325@example.com,+91-9000100324,22,Salaried,80039,22,614,63837,5308,6,5,1,13,44245,Bi-Weekly,55,38.0,No Response,5167,9,0.2715,HIGH,HIGH,61.6
CUSTOMER_0326,customer0326@example.com,+91-9000300325,21,Salaried,38429,22,571,185269,15998,6,6,2,21,165454,Bi-Weekly,43,46.0,Responded,16835,-2,0.3787,CRITICAL,CRITICAL,88.6
CUSTOMER_0327,customer0327@example.com,+91-9000600326,21,Self-Employed,69345,27,705,104214,7638,0,11,0,5,26394,Monthly,89,84.0,No Response,8423,24,0.1325,LOW,LOW,2.1
CUSTOMER_0328,customer0328@example.com,+91-9000200327,44,Self-Employed,54727,9,656,204965,13530,3,5,1,2,48768,Monthly,65,57.0,No Response,12968,25,0.1839,AT-RISK,AT-RISK,24.8
CUSTOMER_0329,customer0329@example.com,+91-9000100328,28,Salaried,45386,33,576,256275,15252,7,9,1,35,147185,Monthly,49,59.0,No Response,15289,26,0.3484,CRITICAL,CRITICAL,85.6
CUSTOMER_0330,customer0330@example.com,+91-9000900329,36,Salaried,20175,41,661,162700,8739,2,1,1,42,92798,Weekly,71,69.0,Responded,8757,22,0.2405,AT-RISK,AT-RISK,43.9
CUSTOMER_0331,customer0331@example.com,+91-9000100330,33,Self-Employed,34553,16,567,246923,27539,7,8,0,3,98786,Monthly,53,69.0,No Response,30106,-7,0.2208,AT-RISK,AT-RISK,52.8
CUSTOMER_0332,customer0332@example.com,+91-9000000331,27,Self-Employed,60952,10,640,197488,27161,9,8,1,23,109921,Bi-Weekly,62,29.0,No Response,26080,2,0.3737,CRITICAL,CRITICAL,79.7
CUSTOMER_0333,customer0333@example.com,+91-9000400332,42,Self-Employed,41857,17,625,85389,3256,3,2,0,23,43015,Monthly,77,55.0,Responded,3718,-1,0.1483,LOW,AT-RISK,32.4
CUSTOMER_0334,customer0334@example.com,+91-9000500333,33,Salaried,46147,32,677,153417,6935,5,38,0,17,117932,Monthly,61,56.0,No Response,7126,-12,0.2641,AT-RISK,AT-RISK,40.4
CUSTOMER_0335,customer0335@example.com,+91-9000500334,32,Salaried,17292,18,664,174885,9049,1,15,0,13,28113,Monthly,87,88.0,No Response,8782,18,0.1447,LOW,LOW,6.5
CUSTOMER_0336,customer0336@example.com,+91-9000800335,37,Salaried,39382,26,679,212298,8480,2,6,0,0,137788,Monthly,63,66.0,No Response,8234,22,0.1923,AT-RISK,AT-RISK,22.9
CUSTOMER_0337,customer0337@example.com,+91-9000300336,41,Salaried,71526,13,702,164833,5346,1,3,0,3,46990,Bi-Weekly,73,72.0,Responded,4835,1,0.1781,LOW,LOW,1.3
CUSTOMER_0338,customer0338@example.com,+91-9000000337,26,Freelancer,17963,47,514,140800,7477,7,7,1,20,99300,Monthly,44,74.0,No Response,8023,-9,0.298,HIGH,HIGH,68.8
CUSTOMER_0339,customer0339@example.com,+91-9000500338,42,Salaried,65762,29,754,209558,8304,0,0,0,3,78612,Monthly,74,82.0,Responded,9084,16,0.0879,LOW,LOW,1.8
CUSTOMER_0340,customer0340@example.com,+91-9000400339,48,Salaried,46070,41,641,206032,5953,3,3,2,103,86470,Monthly,82,71.0,No Response,5405,7,0.4353,CRITICAL,CRITICAL,78.2
CUSTOMER_0341,customer0341@example.com,+91-9000900340,22,Business Owner,42132,33,679,282394,9054,3,9,1,0,148210,Monthly,91,60.0,No Response,9474,4,0.1721,LOW,LOW,16.2
CUSTOMER_0342,customer0342@example.com,+91-9000500341,37,Salaried,37730,25,633,182783,9732,4,5,1,0,64869,Weekly,57,74.0,Responded,10660,-14,0.1879,AT-RISK,AT-RISK,34.7
CUSTOMER_0343,customer0343@example.com,+91-9000200342,32,Salaried,34749,24,613,82874,3270,5,17,0,0,11715,Monthly,75,77.0,Responded,3250,5,0.1424,LOW,AT-RISK,25.8
CUSTOMER_0344,customer0344@example.com,+91-9000100343,41,Business Owner,39736,17,735,247874,21912,3,0,1,12,91711,Bi-Weekly,80,75.0,No Response,22091,-4,0.2201,AT-RISK,AT-RISK,21.6
CUSTOMER_0345,customer0345@example.com,+91-9000500344,24,Business Owner,68465,21,752,103898,4553,4,3,0,0,37422,Monthly,95,73.0,No Response,4509,26,0.0406,LOW,LOW,4.4
CUSTOMER_0346,customer0346@example.com,+91-9000000345,49,Self-Employed,31725,12,533,219642,6197,4,11,2,22,49831,Bi-Weekly,51,58.0,No Response,6066,11,0.3058,HIGH,HIGH,65.3
CUSTOMER_0347,customer0347@example.com,+91-9000600346,21,Salaried,70924,11,617,197090,9145,4,6,1,5,158636,Weekly,63,37.0,Responded,9353,-6,0.2819,HIGH,HIGH,57.1
CUSTOMER_0348,customer0348@example.com,+91-9000600347,32,Self-Employed,50138,54,664,169950,5023,5,16,0,6,35580,Monthly,80,77.0,Responded,4729,-8,0.1907,AT-RISK,AT-RISK,25.7
CUSTOMER_0349,customer0349@example.com,+91-9000900348,38,Business Owner,36100,31,659,144360,7923,1,29,0,0,46280,Bi-Weekly,84,58.0,Responded,8003,5,0.1122,LOW,LOW,8.1
CUSTOMER_0350,customer0350@example.com,+91-9000600349,28,Salaried,71621,50,720,24271,1000,3,0,0,7,3033,Monthly,87,74.0,No Response,1135,6,0.0823,LOW,LOW,5.7
CUSTOMER_0351,customer0351@example.com,+91-9000900350,27,Salaried,53454,15,653,86814,3713,5,1,1,13,39976,Monthly,56,76.0,No Response,3367,-3,0.2505,AT-RISK,AT-RISK,33.6
CUSTOMER_0352,customer0352@example.com,+91-9000000351,37,Business Owner,13251,9,560,293766,40418,4,1,1,67,91783,Bi-Weekly,48,69.0,No Response,38040,24,0.3671,CRITICAL,CRITICAL,80.1
CUSTOMER_0353,customer0353@example.com,+91-9000300352,35,Salaried,30245,14,742,169252,7170,2,4,0,0,54144,Monthly,71,58.0,Responded,7847,-4,0.096,LOW,LOW,3.7
CUSTOMER_0354,customer0354@example.com,+91-9000600353,35,Business Owner,48742,22,775,276207,19400,2,1,0,0,46529,Monthly,91,65.0,No Response,18100,1,0.0876,LOW,LOW,1.3
CUSTOMER_0355,customer0355@example.com,+91-9000800354,42,Salaried,18272,28,797,70356,10087,2,6,0,0,4922,Bi-Weekly,83,82.0,Responded,9762,-7,0.0935,LOW,LOW,1.3
CUSTOMER_0356,customer0356@example.com,+91-9000400355,31,Salaried,91333,26,688,144408,4715,2,2,0,35,75493,Bi-Weekly,83,53.0,No Response,4779,24,0.169,LOW,LOW,20.3
CUSTOMER_0357,customer0357@example.com,+91-9000100356,37,Salaried,63039,16,667,246256,17254,6,6,3,11,116104,Monthly,75,86.0,Responded,19596,-4,0.2691,HIGH,AT-RISK,43.5
CUSTOMER_0358,customer0358@example.com,+91-9000600357,30,Business Owner,47609,28,683,110448,3694,4,8,3,0,29319,Monthly,67,72.0,Responded,3494,-7,0.2032,AT-RISK,AT-RISK,31.8
CUSTOMER_0359,customer0359@example.com,+91-9000900358,27,Salaried,44707,31,739,104910,7162,1,2,0,2,6458,Monthly,89,95.0,Responded,8098,14,0.0991,LOW,LOW,0.4
CUSTOMER_0360,customer0360@example.com,+91-9000000359,32,Salaried,29519,33,569,161696,13668,2,8,2,10,128511,Monthly,58,43.0,Responded,14756,-10,0.2587,AT-RISK,AT-RISK,46.4
CUSTOMER_0361,customer0361@example.com,+91-9000600360,30,Self-Employed,12000,49,689,114048,3238,3,0,0,0,16273,Monthly,74,66.0,No Response,3457,9,0.0669,LOW,LOW,4.5
CUSTOMER_0362,customer0362@example.com,+91-9000500361,30,Self-Employed,14201,22,615,202855,12039,8,3,1,0,140250,Monthly,72,79.0,No Response,13012,12,0.2428,AT-RISK,AT-RISK,47.3
CUSTOMER_0363,customer0363@example.com,+91-9000600362,45,Freelancer,86205,45,758,20000,1000,6,4,0,14,6884,Monthly,74,69.0,No Response,907,-6,0.2066,AT-RISK,AT-RISK,28.0
CUSTOMER_0364,customer0364@example.com,+91-9000900363,32,Salaried,66984,26,609,328854,13533,8,5,3,0,106410,Monthly,57,42.0,No Response,12514,25,0.3382,HIGH,HIGH,68.3
CUSTOMER_0365,customer0365@example.com,+91-9000200364,29,Salaried,37777,6,683,77632,3402,3,12,0,0,39655,Monthly,70,79.0,Responded,3346,12,0.0855,LOW,LOW,6.7
CUSTOMER_0366,customer0366@example.com,+91-9000200365,35,Freelancer,61754,50,661,20000,1000,5,17,0,2,13470,Monthly,68,46.0,No Response,918,13,0.1453,LOW,LOW,30.2
CUSTOMER_0367,customer0367@example.com,+91-9000600366,35,Self-Employed,44501,51,595,195661,7458,3,20,1,3,75583,Monthly,62,66.0,No Response,8553,20,0.2568,AT-RISK,AT-RISK,41.4
CUSTOMER_0368,customer0368@example.com,+91-9000100367,24,Salaried,60952,36,666,122064,6739,2,2,1,3,36686,Bi-Weekly,75,74.0,No Response,7042,-5,0.1229,LOW,LOW,5.0
CUSTOMER_0369,customer0369@example.com,+91-9000000368,32,Salaried,19744,28,661,147256,4620,5,8,2,0,51173,Monthly,66,56.0,Responded,4720,5,0.2935,HIGH,HIGH,50.9
CUSTOMER_0370,customer0370@example.com,+91-9000800369,31,Business Owner,14038,24,672,165082,14440,3,2,2,0,97567,Monthly,79,90.0,No Response,15831,22,0.2496,AT-RISK,AT-RISK,23.7
CUSTOMER_0371,customer0371@example.com,+91-9000800370,33,Salaried,70321,21,675,204335,9151,3,1,0,27,102423,Monthly,74,84.0,Responded,10470,10,0.2422,AT-RISK,AT-RISK,26.8
CUSTOMER_0372,customer0372@example.com,+91-9000600371,41,Self-Employed,12000,41,635,319267,9249,5,3,1,4,75345,Monthly,78,61.0,Responded,10532,2,0.2215,AT-RISK,AT-RISK,40.2
CUSTOMER_0373,customer0373@example.com,+91-9000600372,36,Salaried,48584,28,694,91147,3680,1,0,0,0,12946,Monthly,97,100.0,Responded,4041,-12,0.0873,LOW,LOW,0.1
CUSTOMER_0374,customer0374@example.com,+91-9000200373,46,Salaried,41498,51,685,209347,6861,1,2,0,2,39187,Monthly,77,99.0,Responded,6821,28,0.0857,LOW,LOW,1.9
CUSTOMER_0375,customer0375@example.com,+91-9000900374,34,Self-Employed,36183,26,660,227337,8877,2,4,1,10,54273,Monthly,62,69.0,Responded,8135,25,0.1739,LOW,LOW,18.5
CUSTOMER_0376,customer0376@example.com,+91-9000100375,50,Salaried,59676,23,773,20000,1000,3,9,0,1,3196,Monthly,75,93.0,Responded,924,-1,0.0626,LOW,LOW,7.4
CUSTOMER_0377,customer0377@example.com,+91-9000600376,30,Salaried,32510,18,595,97339,2835,2,2,1,0,51323,Monthly,61,79.0,Responded,2552,7,0.1612,LOW,AT-RISK,30.3
CUSTOMER_0378,customer0378@example.com,+91-9000800377,28,Salaried,53531,17,671,57219,4033,7,15,0,24,7000,Monthly,56,53.0,Responded,3631,25,0.2227,AT-RISK,AT-RISK,42.1
CUSTOMER_0379,customer0379@example.com,+91-9000000378,39,Salaried,52374,35,724,180292,16257,2,1,0,8,50467,Monthly,87,77.0,Responded,18437,-10,0.1031,LOW,LOW,1.1
CUSTOMER_0380,customer0380@example.com,+91-9000300379,47,Self-Employed,84115,9,655,189848,9251,1,1,2,15,92261,Monthly,82,58.0,No Response,10469,27,0.1587,LOW,LOW,22.2
CUSTOMER_0381,customer0381@example.com,+91-9000500380,22,Business Owner,17154,14,589,225050,8317,4,8,1,0,68268,Monthly,49,42.0,Responded,8873,-9,0.1917,AT-RISK,HIGH,53.5
CUSTOMER_0382,customer0382@example.com,+91-9000600381,33,Business Owner,52941,48,722,115634,9022,1,3,0,0,8147,Monthly,91,81.0,Responded,9758,-1,0.0,LOW,LOW,0.8
CUSTOMER_0383,customer0383@example.com,+91-9000900382,29,Salaried,55622,14,689,139760,22825,3,0,1,7,13241,Monthly,67,72.0,Responded,23470,-7,0.1309,LOW,LOW,10.1
CUSTOMER_0384,customer0384@example.com,+91-9000600383,36,Salaried,36905,36,547,177916,10923,7,2,1,39,26638,Weekly,44,37.0,No Response,10480,14,0.3236,HIGH,CRITICAL,81.9
CUSTOMER_0385,customer0385@example.com,+91-9000900384,35,Salaried,23543,1,663,114502,3265,4,2,1,2,61968,Monthly,84,80.0,Responded,3684,28,0.1613,LOW,LOW,13.8
CUSTOMER_0386,customer0386@example.com,+91-9000100385,47,Freelancer,71727,47,706,214620,7993,4,2,1,0,102647,Monthly,79,67.0,Responded,7748,27,0.2071,AT-RISK,LOW,16.6
CUSTOMER_0387,customer0387@example.com,+91-9000300386,34,Business Owner,47959,9,604,81879,4538,8,11,1,0,7933,Monthly,76,76.0,No Response,4923,12,0.244,AT-RISK,AT-RISK,38.2
CUSTOMER_0388,customer0388@example.com,+91-9000400387,47,Business Owner,23356,15,658,95039,8069,3,4,0,10,28881,Monthly,92,83.0,Responded,7757,14,0.1613,LOW,LOW,5.5
CUSTOMER_0389,customer0389@example.com,+91-9000000388,32,Salaried,58669,37,672,154839,9281,2,0,1,6,32396,Weekly,79,64.0,No Response,10371,-8,0.1673,LOW,LOW,5.5
CUSTOMER_0390,customer0390@example.com,+91-9000000389,43,Salaried,87140,32,765,112916,10177,2,8,0,0,41576,Monthly,94,94.0,Responded,10816,19,0.1221,LOW,LOW,2.1
CUSTOMER_0391,customer0391@example.com,+91-9000900390,37,Salaried,42740,37,566,76498,8324,5,2,1,0,33887,Monthly,67,68.0,Responded,8829,19,0.179,LOW,AT-RISK,45.5
CUSTOMER_0392,customer0392@example.com,+91-9000200391,50,Salaried,37255,8,570,247570,7456,8,15,0,12,119401,Monthly,49,46.0,Responded,6891,10,0.2732,HIGH,HIGH,64.1
CUSTOMER_0393,customer0393@example.com,+91-9000900392,21,Salaried,75699,23,678,113716,3164,2,10,2,8,29440,Monthly,73,61.0,No Response,3179,14,0.1883,AT-RISK,AT-RISK,25.5
CUSTOMER_0394,customer0394@example.com,+91-9000200393,24,Freelancer,25901,17,553,101515,9293,5,29,1,21,15649,Monthly,61,69.0,Responded,9583,19,0.2717,HIGH,HIGH,64.6
CUSTOMER_0395,customer0395@example.com,+91-9000700394,51,Salaried,83889,12,709,134341,17593,1,3,2,10,67449,Monthly,80,59.0,No Response,17126,22,0.1617,LOW,LOW,10.0
CUSTOMER_0396,customer0396@example.com,+91-9000800395,28,Salaried,71098,37,820,78025,4909,1,3,1,1,43404,Monthly,98,55.0,Responded,5499,-5,0.0451,LOW,LOW,2.6
CUSTOMER_0397,customer0397@example.com,+91-9000000396,28,Salaried,32959,42,784,134305,6766,1,1,0,0,76596,Monthly,89,79.0,No Response,7506,4,0.0251,LOW,LOW,1.1
CUSTOMER_0398,customer0398@example.com,+91-9000100397,27,Freelancer,31890,21,592,140298,11552,5,9,2,17,12493,Monthly,79,37.0,No Response,11822,15,0.2784,HIGH,HIGH,61.1
CUSTOMER_0399,customer0399@example.com,+91-9000900398,45,Self-Employed,31343,44,593,138476,9205,6,6,1,94,93089,Monthly,48,43.0,No Response,9066,18,0.5274,CRITICAL,CRITICAL,93.3
CUSTOMER_0400,customer0400@example.com,+91-9000100399,23,Self-Employed,12561,16,621,117206,9745,2,3,0,25,62631,Monthly,52,77.0,Responded,10723,-4,0.1884,AT-RISK,AT-RISK,37.4
CUSTOMER_0401,customer0401@example.com,+91-9000300400,35,Freelancer,46894,45,558,262428,8978,5,17,3,36,206199,Monthly,59,77.0,Responded,8522,12,0.4418,CRITICAL,CRITICAL,80.9
CUSTOMER_0402,customer0402@example.com,+91-9000100401,32,Salaried,30939,35,676,183152,6689,6,0,0,0,38118,Monthly,69,56.0,No Response,6139,-13,0.1651,LOW,LOW,20.5
CUSTOMER_0403,customer0403@example.com,+91-9000600402,44,Self-Employed,48271,10,635,25085,1001,4,18,1,22,15398,Monthly,52,68.0,Responded,912,26,0.2573,AT-RISK,AT-RISK,43.0
CUSTOMER_0404,customer0404@example.com,+91-9000800403,29,Salaried,23602,55,722,216708,12301,4,10,0,15,15834,Monthly,89,68.0,Responded,11189,-11,0.1973,AT-RISK,AT-RISK,23.8
CUSTOMER_0405,customer0405@example.com,+91-9000600404,38,Salaried,73606,23,791,164679,4949,0,1,0,0,61009,Monthly,81,76.0,No Response,5058,-3,0.0371,LOW,LOW,1.0
CUSTOMER_0406,customer0406@example.com,+91-9000500405,24,Business Owner,65374,45,734,176635,5034,5,3,0,0,43981,Monthly,88,77.0,No Response,4851,-4,0.0318,LOW,LOW,6.6
CUSTOMER_0407,customer0407@example.com,+91-9000900406,55,Business Owner,35692,30,650,211791,18894,3,2,0,22,109373,Weekly,97,66.0,No Response,20265,-15,0.1538,LOW,LOW,22.5
CUSTOMER_0408,customer0408@example.com,+91-9000000407,32,Salaried,54681,32,678,155417,12246,4,30,2,3,95401,Monthly,67,69.0,No Response,13023,27,0.2717,HIGH,HIGH,47.5
CUSTOMER_0409,customer0409@example.com,+91-9000900408,35,Salaried,46698,38,678,215489,9898,1,0,2,0,65916,Monthly,68,66.0,Responded,10249,3,0.1514,LOW,LOW,13.1
CUSTOMER_0410,customer0410@example.com,+91-9000800409,49,Salaried,84073,41,764,103433,11837,5,2,0,0,33731,Monthly,100,94.0,Responded,11697,13,0.1027,LOW,LOW,7.0
CUSTOMER_0411,customer0411@example.com,+91-9000400410,29,Salaried,30534,24,745,196074,10269,3,4,0,1,19852,Monthly,84,95.0,No Response,11425,23,0.08,LOW,LOW,1.5
CUSTOMER_0412,customer0412@example.com,+91-9000400411,50,Salaried,45308,35,698,169149,7212,2,15,0,2,52794,Monthly,80,64.0,No Response,7770,26,0.1267,LOW,LOW,4.1
CUSTOMER_0413,customer0413@example.com,+91-9000500412,31,Salaried,29750,30,583,57600,2659,4,15,0,0,20170,Monthly,61,51.0,No Response,2573,9,0.2408,AT-RISK,AT-RISK,35.9
CUSTOMER_0414,customer0414@example.com,+91-9000800413,41,Salaried,46593,29,583,246309,15464,3,7,0,16,42290,Monthly,72,76.0,No Response,15857,0,0.1768,LOW,LOW,25.2
